metadata: measurement UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,extent: extent,extent: n folios,extent: n endleaves,extent: n later endleaves,rolls: height,rolls: height max,rolls: height min,rolls: width,rolls: width max,rolls: width min,rolls: unit,rolls: converted,fragments: height,fragments: height max,fragments: height min,fragments: width,fragments: width max,fragments: width min,fragments: unit,leaves: height,leaves: height max,leaves: height min,leaves: width,leaves: width max,leaves: width min,leaves: depth,leaves: depth max,leaves: depth min,leaves: unit,columns: n,columns: n max,columns: n min,columns: height,columns: height max,columns: height min,columns: width,columns: width max,columns: width min,columns: unit,intercolumn: width,intercolumn: width max,intercolumn: width min,intercolumn: unit,written area: n,written area: n max,written area: n min,written area: height,written area: height max,written area: height min,written area: width,written area: width max,written area: width min,written area: unit,ruling: n,ruling: n max,ruling: n min,ruling: height,ruling: height max,ruling: height min,ruling: width,ruling: width max,ruling: width min,ruling: unit,ruling: medium,ruling: top line
MS_DOrville_60_measure_1,manuscript_4169,DOrville,MS_DOrville_60,MS. D'Orville 60,manuscript-composite,MS. D'Orville 60 – endleaf (fol. iii),MS_DOrville_60,153 leaves,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_61_measure_1,manuscript_4170,DOrville,MS_DOrville_61,MS. D'Orville 61,manuscript,,MS_DOrville_61,iii + 154 leaves,154.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_69_measure_1,manuscript_4171,DOrville,MS_DOrville_69,MS. D'Orville 69,manuscript,,MS_DOrville_69,ii + 64 leaves,64.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_70_measure_1,manuscript_4172,DOrville,MS_DOrville_70,MS. D'Orville 70,manuscript-with-fragment,MS. D'Orville 70 – endleaf (fol. iv),MS_DOrville_70,iv + 75 leaves,75.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_71_measure_1,manuscript_4173,DOrville,MS_DOrville_71,MS. D'Orville 71,manuscript,,MS_DOrville_71,iii + 157 Leaves,157.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_72_measure_1,manuscript_4174,DOrville,MS_DOrville_72,MS. D'Orville 72,manuscript,,MS_DOrville_72,ii + 338 leaves,338.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_73_measure_1,manuscript_4175,DOrville,MS_DOrville_73,MS. D'Orville 73,manuscript,,MS_DOrville_73,xviii + 490 pages,490.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_74_measure_1,manuscript_4176,DOrville,MS_DOrville_74,MS. D'Orville 74,manuscript,,MS_DOrville_74,iii + 259 leaves,259.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_75_measure_1,manuscript_4177,DOrville,MS_DOrville_75,MS. D'Orville 75,manuscript,,MS_DOrville_75,x + 156 leaves,156.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_76_measure_1,manuscript_4178,DOrville,MS_DOrville_76,MS. D'Orville 76,manuscript,,MS_DOrville_76,iii + 94 leaves,94.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_77_measure_1,manuscript_4179,DOrville,MS_DOrville_77,MS. D'Orville 77,manuscript,,MS_DOrville_77,"i + 114 + i leaves (i, 1–115)",114.0,,2.0,,,,,,,,,,,,,,,,c. 238–42 (236 in quires 19–20),242.0,236.0,171–3,173.0,171.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,30.0,30.0,30.0,c. 184–6 184,186 184,184 184,111–13 134,113 134,111 134,mm,,,,,,,,,,,,
MS_DOrville_78_measure_1,manuscript_4180,DOrville,MS_DOrville_78,MS. D'Orville 78,manuscript,,MS_DOrville_78,1v + 125 leaves,125.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_79_measure_1,manuscript_4181,DOrville,MS_DOrville_79,MS. D'Orville 79,manuscript,,MS_DOrville_79,i + 83 leaves,83.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_80_measure_1,manuscript_4182,DOrville,MS_DOrville_80,MS. D'Orville 80,manuscript,,MS_DOrville_80,iii + 71 leaves,71.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_81_measure_1,manuscript_4183,DOrville,MS_DOrville_81,MS. D'Orville 81,manuscript,,MS_DOrville_81,ii + 52 leaves,52.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_82_measure_1,manuscript_4184,DOrville,MS_DOrville_82,MS. D'Orville 82,manuscript,,MS_DOrville_82,iv + 102 leaves,102.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_83_measure_1,manuscript_4185,DOrville,MS_DOrville_83,MS. D'Orville 83,manuscript,,MS_DOrville_83,ii + 70 leaves,70.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_84_measure_1,manuscript_4186,DOrville,MS_DOrville_84,MS. D'Orville 84,manuscript,,MS_DOrville_84,ii + 109 leaves,109.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_85_measure_1,manuscript_4187,DOrville,MS_DOrville_85,MS. D'Orville 85,manuscript,,MS_DOrville_85,i + 91 leaves,91.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_86_measure_1,manuscript_4188,DOrville,MS_DOrville_86,MS. D'Orville 86,manuscript,,MS_DOrville_86,ii + 80 leaves,80.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_87_measure_1,manuscript_4189,DOrville,MS_DOrville_87,MS. D'Orville 87,manuscript,,MS_DOrville_87,ii + 103 leaves,103.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_88_measure_1,manuscript_4190,DOrville,MS_DOrville_88,MS. D'Orville 88,manuscript,,MS_DOrville_88,i + 62 leaves,62.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_89_measure_1,manuscript_4191,DOrville,MS_DOrville_89,MS. D'Orville 89,manuscript,,MS_DOrville_89,i + 55 leaves,55.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_90_measure_1,manuscript_4193,DOrville,MS_DOrville_90,MS. D'Orville 90,manuscript,,MS_DOrville_90,ii + 29 leaves,29.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_91_measure_1,manuscript_4194,DOrville,MS_DOrville_91,MS. D'Orville 91,manuscript,,MS_DOrville_91,ii + 110 leaves,110.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_92_measure_1,manuscript_4195,DOrville,MS_DOrville_92,MS. D'Orville 92,manuscript,,MS_DOrville_92,ii + 132,132.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_93_measure_1,manuscript_4196,DOrville,MS_DOrville_93,MS. D'Orville 93,manuscript,,MS_DOrville_93,ii + 132,132.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_94_measure_1,manuscript_4197,DOrville,MS_DOrville_94,MS. D'Orville 94,manuscript,,MS_DOrville_94,60 leaves,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_95_measure_1,manuscript_4198,DOrville,MS_DOrville_95,MS. D'Orville 95,manuscript,,MS_DOrville_95,"i + 38 + i (i, 1–39)",38.0,,2.0,,,,,,,,,,,,,,,,c. 238–42 (236 in quires 19–20),242.0,236.0,171–3,173.0,171.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,30.0,30.0,30.0,c. 184–6 185 178,186 185 178,184 185 178,111–13 106 108–118,113 106 118,111 106 108,mm,,,,,,,,,,,,
MS_DOrville_96_measure_1,manuscript_4199,DOrville,MS_DOrville_96,MS. D'Orville 96,manuscript-composite,,MS_DOrville_96,iii + 169 leaves,169.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_97_measure_1,manuscript_4200,DOrville,MS_DOrville_97,MS. D'Orville 97,manuscript,,MS_DOrville_97,ii + 151 leaves,151.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_98_measure_1,manuscript_4201,DOrville,MS_DOrville_98,MS. D'Orville 98,manuscript,,MS_DOrville_98,ii + 213 leaves,213.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_99_measure_1,manuscript_4202,DOrville,MS_DOrville_99,MS. D'Orville 99,manuscript,,MS_DOrville_99,"vi + 48 ('41-71', etc.) leaves",48.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_100_measure_1,manuscript_4052,DOrville,MS_DOrville_100,MS. D'Orville 100,manuscript,,MS_DOrville_100,ii + 56 leaves,56.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_101_measure_1,manuscript_4053,DOrville,MS_DOrville_101,MS. D'Orville 101,manuscript,,MS_DOrville_101,ii + 23 leaves,23.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_102_measure_1,manuscript_4054,DOrville,MS_DOrville_102,MS. D'Orville 102,manuscript-composite,,MS_DOrville_102,ii + 60 leaves,60.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_103_measure_1,manuscript_4055,DOrville,MS_DOrville_103,MS. D'Orville 103,manuscript,,MS_DOrville_103,i + 119 leaves,119.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_104_measure_1,manuscript_4056,DOrville,MS_DOrville_104,MS. D'Orville 104,manuscript,,MS_DOrville_104,i + 115 leaves,115.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_105_measure_1,manuscript_4057,DOrville,MS_DOrville_105,MS. D'Orville 105,manuscript,,MS_DOrville_105,i + 93 leaves,93.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_109_measure_1,manuscript_4058,DOrville,MS_DOrville_109,MS. D'Orville 109,manuscript,,MS_DOrville_109,iii + 68 leaves,68.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_110_measure_1,manuscript_4060,DOrville,MS_DOrville_110,MS. D'Orville 110,manuscript-composite,MS. D'Orville 110 – Part 1 MS. D'Orville 110 – Part 2 MS. D'Orville 110 – Part 3 MS. D'Orville 110 – Part 4,MS_DOrville_110,i + 138 leaves,138.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_112_measure_1,manuscript_4061,DOrville,MS_DOrville_112,MS. D'Orville 112,manuscript,,MS_DOrville_112,i i+ 56 leaves,56.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_113_measure_1,manuscript_4062,DOrville,MS_DOrville_113,MS. D'Orville 113,manuscript,,MS_DOrville_113,i + 336 leaves,336.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_114_measure_1,manuscript_4063,DOrville,MS_DOrville_114,MS. D'Orville 114,manuscript,,MS_DOrville_114,ii+ 42 leaves,42.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_115_measure_1,manuscript_4064,DOrville,MS_DOrville_115,MS. D'Orville 115,manuscript,,MS_DOrville_115,iv + 95 leaves,95.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_120_measure_1,manuscript_4068,DOrville,MS_DOrville_120,MS. D'Orville 120,manuscript,,MS_DOrville_120,136 leaves,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_134_measure_1,manuscript_4070,DOrville,MS_DOrville_134,MS. D'Orville 134,manuscript,,MS_DOrville_134,"iv + 55 leaves. Fols 1, 14 are on parchment",55.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_135_measure_1,manuscript_4071,DOrville,MS_DOrville_135,MS. D'Orville 135,manuscript,,MS_DOrville_135,i + 87 leaves,87.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_136_measure_1,manuscript_4072,DOrville,MS_DOrville_136,MS. D'Orville 136,manuscript,,MS_DOrville_136,v + 181 leaves,181.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_137_measure_1,manuscript_4073,DOrville,MS_DOrville_137,MS. D'Orville 137,manuscript,,MS_DOrville_137,iii + 71 leaves,71.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_138_measure_1,manuscript_4074,DOrville,MS_DOrville_138,MS. D'Orville 138,manuscript,,MS_DOrville_138,iii + 22 leaves,22.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_139_measure_1,manuscript_4075,DOrville,MS_DOrville_139,MS. D'Orville 139,manuscript,,MS_DOrville_139,iii + 17 leaves,17.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_140_measure_1,manuscript_4077,DOrville,MS_DOrville_140,MS. D'Orville 140,manuscript,,MS_DOrville_140,ii + 39 leaves,39.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_141_measure_1,manuscript_4078,DOrville,MS_DOrville_141,MS. D'Orville 141,manuscript,,MS_DOrville_141,ii + 55 + i leaves,55.0,,3.0,,,,,,,,,,,,,,,,212.0,212.0,212.0,148.0,148.0,148.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,28 30,30.0,28.0,,,,,,,,,,,140.0,140.0,140.0,80–90,90.0,80.0,mm,,
MS_DOrville_142_measure_1,manuscript_4079,DOrville,MS_DOrville_142,MS. D'Orville 142,manuscript,,MS_DOrville_142,v + 41 leaves,41.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_143_measure_1,manuscript_4080,DOrville,MS_DOrville_143,MS. D'Orville 143,manuscript,,MS_DOrville_143,i (paper) + 72 + i (paper),72.0,,2.0,,,,,,,,,,,,,,,,208.0,208.0,208.0,140.0,140.0,140.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,27.0,27.0,27.0,130.0,130.0,130.0,73.0,73.0,73.0,mm,,
MS_DOrville_144_measure_1,manuscript_4081,DOrville,MS_DOrville_144,MS. D'Orville 144,manuscript,,MS_DOrville_144,ii + 146 leaves,146.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_145_measure_1,manuscript_4082,DOrville,MS_DOrville_145,MS. D'Orville 145,manuscript,,MS_DOrville_145,i + 67 leaves,67.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_146_measure_1,manuscript_4083,DOrville,MS_DOrville_146,MS. D'Orville 146,manuscript,,MS_DOrville_146,i + 149 leaves (146 + ii medieval leaves),149.0,,1.0,,,,,,,,,,,,,,,,220.0,220.0,220.0,150.0,150.0,150.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,22.0,22.0,22.0,133.0,133.0,133.0,70.0,70.0,70.0,mm,,,,,,,,,,,,
MS_DOrville_147_measure_1,manuscript_4084,DOrville,MS_DOrville_147,MS. D'Orville 147,manuscript-composite,"MS. D'Orville 147, fol. 1-51 MS. D'Orville 147, fols. 53-79 MS. D'Orville 147, fols. 83-106 MS. D'Orville 147, fols. 111-136 MS. D'Orville 147, fols. 141-202",MS_DOrville_147,iv + 195 (ii + 193+ ii) leaves (ten leaves now missing),193.0,,8.0,,,,,,,,,,,,,,,,208.0,208.0,208.0,155.0,155.0,155.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_147_measure_2,manuscript_4084,DOrville,MS_DOrville_147,MS. D'Orville 147,part,"MS. D'Orville 147, fol. 1-51",MS_DOrville_147-partA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,24.0,24.0,24.0,130.0,130.0,130.0,70–80,80.0,70.0,mm,,,,,,,,,,,,
MS_DOrville_147_measure_3,manuscript_4084,DOrville,MS_DOrville_147,MS. D'Orville 147,part,"MS. D'Orville 147, fols. 53-79",MS_DOrville_147-partB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,21.0,21.0,21.0,130.0,130.0,130.0,80.0,80.0,80.0,mm,,,,,,,,,,,,
MS_DOrville_147_measure_4,manuscript_4084,DOrville,MS_DOrville_147,MS. D'Orville 147,part,"MS. D'Orville 147, fols. 83-106",MS_DOrville_147-partC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,22.0,22.0,22.0,145.0,145.0,145.0,90.0,90.0,90.0,mm,,,,,,,,,,,,
MS_DOrville_147_measure_5,manuscript_4084,DOrville,MS_DOrville_147,MS. D'Orville 147,part,"MS. D'Orville 147, fols. 111-136",MS_DOrville_147-partD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,21.0,21.0,21.0,127.0,127.0,127.0,90.0,90.0,90.0,mm,,,,,,,,,,,,
MS_DOrville_147_measure_6,manuscript_4084,DOrville,MS_DOrville_147,MS. D'Orville 147,part,"MS. D'Orville 147, fols. 141-202",MS_DOrville_147-partE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,21.0,21.0,21.0,128.0,128.0,128.0,90.0,90.0,90.0,mm,,,,,,,,,,,,
MS_DOrville_148_measure_1,manuscript_4085,DOrville,MS_DOrville_148,MS. D'Orville 148,manuscript,,MS_DOrville_148,"i (endleaf, paper of the date of the binding) + 78 + i (endleaf, paper of the date of the binding) leaves",78.0,,2.0,,,,,,,,,,,,,,,,165.0,165.0,165.0,115.0,115.0,115.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,18.0,18.0,18.0,,,,,,,,,,,105.0,105.0,105.0,67–74,74.0,67.0,mm,ink,
MS_DOrville_149_measure_1,manuscript_4086,DOrville,MS_DOrville_149,MS. D'Orville 149,manuscript,,MS_DOrville_149,i + 61 leaves,61.0,,1.0,,,,,,,,,,,,,,,,153.0,153.0,153.0,100.0,100.0,100.0,,,,mm,1.0,1.0,1.0,100.0,100.0,100.0,55.0,55.0,55.0,mm,,,,,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,
MS_DOrville_150_measure_1,manuscript_4087,DOrville,MS_DOrville_150,MS. D'Orville 150,manuscript,,MS_DOrville_150,ii + 129 leaves,129.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_151_measure_1,manuscript_4088,DOrville,MS_DOrville_151,MS. D'Orville 151,manuscript,,MS_DOrville_151,ii + 133 leaves,133.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_152_measure_1,manuscript_4089,DOrville,MS_DOrville_152,MS. D'Orville 152,manuscript,,MS_DOrville_152,ii + 60 leaves,60.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_153_measure_1,manuscript_4090,DOrville,MS_DOrville_153,MS. D'Orville 153,manuscript,,MS_DOrville_153,"i + ii (medieval paper) + 132 (107 + 25) + i (medieval paper) + i (fols. 7, 9, 11, 13-14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 40, 49, 51, 60, 63, 65, 69, 72, 74, 77 are inserted leaves of various sizes)",132.0,3.0,2.0,,,,,,,,,,,,,,,,215.0,215.0,215.0,140–5,145.0,140.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,19 22,22.0,19.0,140–155,155.0,140.0,60–80,80.0,60.0,mm,,,,,,,,,,,,
MS_DOrville_154_measure_1,manuscript_4091,DOrville,MS_DOrville_154,MS. D'Orville 154,manuscript,,MS_DOrville_154,iii + 49 leaves,49.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_155_measure_1,manuscript_4092,DOrville,MS_DOrville_155,MS. D'Orville 155,manuscript,,MS_DOrville_155,151 leaves,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_156_measure_1,manuscript_4093,DOrville,MS_DOrville_156,MS. D'Orville 156,manuscript,,MS_DOrville_156,ii + 129 leaves,129.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_157_measure_1,manuscript_4094,DOrville,MS_DOrville_157,MS. D'Orville 157,manuscript,,MS_DOrville_157,iv + 149 leaves,149.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_158_measure_1,manuscript_4095,DOrville,MS_DOrville_158,MS. D'Orville 158,manuscript,,MS_DOrville_158,ii (paper) + 126 + ii (paper),126.0,,4.0,,,,,,,,,,,,,,,,182.0,182.0,182.0,132.0,132.0,132.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,29.0,29.0,29.0,,,,,,,,,,,150.0,150.0,150.0,95.0,95.0,95.0,mm,,
MS_DOrville_159_measure_1,manuscript_4096,DOrville,MS_DOrville_159,MS. D'Orville 159,manuscript,,MS_DOrville_159,ii + 66 leaves,66.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_160_measure_1,manuscript_4097,DOrville,MS_DOrville_160,MS. D'Orville 160,manuscript,,MS_DOrville_160,ii + 121 leaves,121.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_161_measure_1,manuscript_4098,DOrville,MS_DOrville_161,MS. D'Orville 161,manuscript,,MS_DOrville_161,i + 212 leaves,212.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_162_measure_1,manuscript_4099,DOrville,MS_DOrville_162,MS. D'Orville 162,manuscript,,MS_DOrville_162,i + 84 leaves,84.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_163_measure_1,manuscript_4100,DOrville,MS_DOrville_163,MS. D'Orville 163,manuscript,,MS_DOrville_163,ii + 46 leaves,46.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_164_measure_1,manuscript_4101,DOrville,MS_DOrville_164,MS. D'Orville 164,manuscript,,MS_DOrville_164,i + 41 leaves,41.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_165_measure_1,manuscript_4102,DOrville,MS_DOrville_165,MS. D'Orville 165,manuscript,,MS_DOrville_165,i + 61 leaves,61.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_166_measure_1,manuscript_4103,DOrville,MS_DOrville_166,MS. D'Orville 166,manuscript,,MS_DOrville_166,iii + 60 leaves,60.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
