metadata: measurement UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,extent: extent,extent: n folios,extent: n endleaves,extent: n later endleaves,rolls: height,rolls: height max,rolls: height min,rolls: width,rolls: width max,rolls: width min,rolls: unit,rolls: converted,fragments: height,fragments: height max,fragments: height min,fragments: width,fragments: width max,fragments: width min,fragments: unit,leaves: height,leaves: height max,leaves: height min,leaves: width,leaves: width max,leaves: width min,leaves: depth,leaves: depth max,leaves: depth min,leaves: unit,columns: n,columns: n max,columns: n min,columns: height,columns: height max,columns: height min,columns: width,columns: width max,columns: width min,columns: unit,intercolumn: width,intercolumn: width max,intercolumn: width min,intercolumn: unit,written area: n,written area: n max,written area: n min,written area: height,written area: height max,written area: height min,written area: width,written area: width max,written area: width min,written area: unit,ruling: n,ruling: n max,ruling: n min,ruling: height,ruling: height max,ruling: height min,ruling: width,ruling: width max,ruling: width min,ruling: unit,ruling: medium,ruling: top line
Christ_Church_MS_378_measure_23,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragment 18,Christ_Church_MS_378-part12,,,,,,,,,,,,,,200.0,200.0,250.0,250.0,250.0,mm,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_378_measure_24,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragment 18,Christ_Church_MS_378-part12,,,,,,,,,,,,,,200.0,200.0,250.0,250.0,250.0,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_378_measure_25,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragment 19,Christ_Church_MS_378-part13,,,,,,,,,,,,,,197.0,197.0,141.0,141.0,141.0,mm,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_378_measure_26,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragment 19,Christ_Church_MS_378-part13,,,,,,,,,,,,,,197.0,197.0,141.0,141.0,141.0,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crayon,
Christ_Church_MS_378_measure_27,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragment 20,Christ_Church_MS_378-part14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_378_measure_28,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragment 20,Christ_Church_MS_378-part14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_378_measure_29,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragment 20,Christ_Church_MS_378-part14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_378_measure_30,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragments 21–22,Christ_Church_MS_378-part15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_378_measure_31,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragments 21–22,Christ_Church_MS_378-part15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_378_measure_32,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragments 21–22,Christ_Church_MS_378-part15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_378_measure_33,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragments 23A-23B (olim 23 & 24),Christ_Church_MS_378-part16,,,,,,,,,,,,,,185.0,185.0,118.0,118.0,118.0,mm,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,17 19,19.0,17.0,160.0,160.0,160.0,95.0,95.0,95.0,mm,,,,,,,,,,,,
Christ_Church_MS_378_measure_34,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragments 23A-23B (olim 23 & 24),Christ_Church_MS_378-part16,,,,,,,,,,,,,,185.0,185.0,118.0,118.0,118.0,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,160.0,160.0,95.0,95.0,95.0,mm,,,,,,,,,,,,
Christ_Church_MS_378_measure_35,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,"Fragments 24A-24D (olim 24g, i, k, l)",Christ_Church_MS_378-part17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_378_measure_36,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,"Fragments 24A-24D (olim 24g, i, k, l)",Christ_Church_MS_378-part17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_378_measure_37,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragment 24E (olim 24h),Christ_Church_MS_378-part18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_378_measure_38,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragment 24E (olim 24h),Christ_Church_MS_378-part18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_378_measure_39,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragments 25–26,Christ_Church_MS_378-part19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_378_measure_40,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragments 25–26,Christ_Church_MS_378-part19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crayon,
Christ_Church_MS_378_measure_41,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragment 27,Christ_Church_MS_378-part20,,,,,,,,,,,,,,252.0,252.0,46.0,46.0,46.0,mm,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_378_measure_42,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragment 27,Christ_Church_MS_378-part20,,,,,,,,,,,,,,252.0,252.0,46.0,46.0,46.0,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_378_measure_43,manuscript_3950,Christ_Church,Christ_Church_MS_378,Christ Church MS. 378,part,Fragment 28,Christ_Church_MS_378-part21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_417_measure_1,manuscript_3951,Christ_Church,Christ_Church_MS_417,Christ Church MS. 417,manuscript,,Christ_Church_MS_417,"Fols: iv + 113 + ii. First three opening flyleaves unnumbered, fourth fol. 1; main body runs, then, from fol. 2 to 112, with 8, 55, and 56 repeated (the latter as 55b and 56b), and 44 assigned to a nineteenth-century textual supply pasted to a stub. In the original text, a contemporary foliation by the scribe, in which fols 2–43 = 1–43; in addition, a later s. xvi hand, probably the hand of added materials, has paginated fols 57v-88 as 1–64 (omitting 38 and 51) and 96v-112v as 1–29 (10 and 21 repeated, fol. 111rv, following page 27, unnumbered). The lower third of fol. 51 has been torn away, as well as nearly all of fols 52, 65, 73, 79, and 111 (all numbered leaves).",113.0,,6.0,,,,,,,,,,,,,,,,280.0,280.0,280.0,190.0,190.0,190.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,23 24,24.0,23.0,190–95,195.0,190.0,160.0,160.0,160.0,mm,,,,,,,,,,,crayon,
Christ_Church_MS_456_measure_1,manuscript_3952,Christ_Church,Christ_Church_MS_456,Christ Church MS. 456,manuscript,,Christ_Church_MS_456,,,,,,,,,,,,,,,,,,,,195.0,195.0,195.0,150.0,150.0,150.0,,,,mm,,,,,,,,,,,,,,,,,,156.0,156.0,156.0,123.0,123.0,123.0,mm,,,,,,,,,,,,
Christ_Church_MS_456_measure_2,manuscript_3952,Christ_Church,Christ_Church_MS_456,Christ Church MS. 456,manuscript,,Christ_Church_MS_456,,,,,,,,,,,,,,,,,,,,195.0,195.0,195.0,150.0,150.0,150.0,,,,mm,,,,,,,,,,,,,,,,,,156.0,156.0,156.0,123.0,123.0,123.0,mm,,,,,,,,,,,,
Christ_Church_MS_473_measure_1,manuscript_3953,Christ_Church,Christ_Church_MS_473,Christ Church MS. 473,manuscript,,Christ_Church_MS_473,Fols: 34,34.0,,,,,,,,,,,,,,,,,,210.0,210.0,210.0,155.0,155.0,155.0,,,,mm,,,,,,,,,,,,,,,,,,190.0,190.0,190.0,120.0,120.0,120.0,mm,,,,,,,,,,,,
Christ_Church_MS_486_measure_1,manuscript_3954,Christ_Church,Christ_Church_MS_486,Christ Church MS. 486,manuscript,,Christ_Church_MS_486,"Fols: ii + 28 (numbered: iii, 1–27) + ii (numbered: 28–29), all flyleaves and blank, unruled blank fol. 22 added with binding.",28.0,,4.0,,,,,,,,,,,,,,,,200.0,200.0,200.0,154.0,154.0,154.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,25 28,28.0,25.0,180.0,180.0,180.0,120.0,120.0,120.0,mm,,,,,,,,,,,,
Christ_Church_MS_507_measure_1,manuscript_3955,Christ_Church,Christ_Church_MS_507,Christ Church MS. 507,manuscript,,Christ_Church_MS_507,"Fols: iii (numbered fols i-ii, 1) + 48 (numbered fols 2–49) + iii (numbered fols 50–52). Fol. ii and 51 have stuck to them the remains of the medieval pastedowns; fol. 1r and 50r have the text of a legal document reused as a wrapper to the main text.",48.0,,6.0,,,,,,,,,,,,,,,,255.0,255.0,255.0,175.0,175.0,175.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,36.0,36.0,36.0,188.0,188.0,188.0,120.0,120.0,120.0,mm,,,,,,,,,,,,
Christ_Church_MS_507_measure_2,manuscript_3955,Christ_Church,Christ_Church_MS_507,Christ Church MS. 507,manuscript,,Christ_Church_MS_507,"Fols: iii (numbered fols i-ii, 1) + 48 (numbered fols 2–49) + iii (numbered fols 50–52). Fol. ii and 51 have stuck to them the remains of the medieval pastedowns; fol. 1r and 50r have the text of a legal document reused as a wrapper to the main text.",48.0,,6.0,,,,,,,,,,,,,,,,255.0,255.0,255.0,175.0,175.0,175.0,,,,mm,,,,,,,,,,,,,,,,,,188.0,188.0,188.0,120.0,120.0,120.0,mm,,,,,,,,,,,,
Christ_Church_MS_508_measure_1,manuscript_3956,Christ_Church,Christ_Church_MS_508,Christ Church MS. 508,manuscript,,Christ_Church_MS_508,"Fols: ii + 89 + ii (numbered fols iii, iv). All flyleaves added with binding.",89.0,,4.0,,,,,,,,,,,,,,,,239.0,239.0,239.0,167.0,167.0,167.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,21.0,21.0,21.0,150.0,150.0,150.0,90.0,90.0,90.0,mm,,,,,,,,,,,,
Christ_Church_MS_508_measure_2,manuscript_3956,Christ_Church,Christ_Church_MS_508,Christ Church MS. 508,manuscript,,Christ_Church_MS_508,"Fols: ii + 89 + ii (numbered fols iii, iv). All flyleaves added with binding.",89.0,,4.0,,,,,,,,,,,,,,,,239.0,239.0,239.0,167.0,167.0,167.0,,,,mm,,,,,,,,,,,,,,,,,,150.0,150.0,150.0,90.0,90.0,90.0,mm,,,,,,,,,,,,
Christ_Church_MS_578_measure_1,manuscript_3957,Christ_Church,Christ_Church_MS_578,Christ Church MS. 578,part,Item 1,Christ_Church_MS_578-part1,,,,,,,,,,,,,,,,,,,,318.0,318.0,318.0,212.0,212.0,212.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_578_measure_2,manuscript_3957,Christ_Church,Christ_Church_MS_578,Christ Church MS. 578,part,Item 2,Christ_Church_MS_578-part2,,,,,,,,,,,,,,,,,,,,310.0,310.0,310.0,210.0,210.0,210.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_578_measure_3,manuscript_3957,Christ_Church,Christ_Church_MS_578,Christ Church MS. 578,part,Item 3,Christ_Church_MS_578-part3,,,,,,,,,,,,,,,,,,,,282.0,282.0,282.0,220.0,220.0,220.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_578_measure_4,manuscript_3957,Christ_Church,Christ_Church_MS_578,Christ Church MS. 578,part,Item 4,Christ_Church_MS_578-part4,,,,,,,,,,,,,,,,,,,,308.0,308.0,308.0,210.0,210.0,210.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_578_measure_5,manuscript_3957,Christ_Church,Christ_Church_MS_578,Christ Church MS. 578,part,Item 5,Christ_Church_MS_578-part5,,,,,,,,,,,,,,,,,,,,290.0,290.0,290.0,190.0,190.0,190.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_578_measure_6,manuscript_3957,Christ_Church,Christ_Church_MS_578,Christ Church MS. 578,part,Item 6,Christ_Church_MS_578-part6,,,,,,,,,,,,,,,,,,,,282.0,282.0,282.0,210.0,210.0,210.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_578_measure_7,manuscript_3957,Christ_Church,Christ_Church_MS_578,Christ Church MS. 578,part,Item 7,Christ_Church_MS_578-part7,,,,,,,,,,,,,,,,,,,,305.0,305.0,305.0,210.0,210.0,210.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_578_measure_8,manuscript_3957,Christ_Church,Christ_Church_MS_578,Christ Church MS. 578,part,Item 8,Christ_Church_MS_578-part8,,,,,,,,,,,,,,,,,,,,307.0,307.0,307.0,211.0,211.0,211.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_578_measure_9,manuscript_3957,Christ_Church,Christ_Church_MS_578,Christ Church MS. 578,part,Item 9,Christ_Church_MS_578-part9,,,,,,,,,,,,,,,,,,,,308.0,308.0,308.0,211.0,211.0,211.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_578_measure_10,manuscript_3957,Christ_Church,Christ_Church_MS_578,Christ Church MS. 578,part,Item 10,Christ_Church_MS_578-part10,,,,,,,,,,,,,,,,,,,,290.0,290.0,290.0,211.0,211.0,211.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_578_measure_11,manuscript_3957,Christ_Church,Christ_Church_MS_578,Christ Church MS. 578,part,Item 11,Christ_Church_MS_578-part11,,,,,,,,,,,,,,,,,,,,245.0,245.0,245.0,164.0,164.0,164.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_646_measure_1,manuscript_3958,Christ_Church,Christ_Church_MS_646,Christ Church MS. 646,manuscript,,Christ_Church_MS_646,Fols: vii + 91.,91.0,,7.0,,,,,,,,,,,,,,,,262.0,262.0,262.0,185.0,185.0,185.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,19 22,22.0,19.0,210.0,210.0,210.0,95.0,95.0,95.0,mm,,,,,,,,,,,,
Christ_Church_MS_684_measure_1,manuscript_3959,Christ_Church,Christ_Church_MS_684,Christ Church MS. 684,manuscript,,Christ_Church_MS_684,,,,,,,,,,,,,,,,,,,,872.0,872.0,872.0,176.0,176.0,176.0,,,,mm,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_684_measure_2,manuscript_3959,Christ_Church,Christ_Church_MS_684,Christ Church MS. 684,manuscript,,Christ_Church_MS_684,,,,,,,,,,,,,,,,,,,,872.0,872.0,872.0,176.0,176.0,176.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_687_measure_1,manuscript_3906,Christ_Church,Christ_Church_MS_687,Christ Church MS. 687,manuscript,,Christ_Church_MS_687,Fols: 2,2.0,,,,,,,,,,,,,,,,,,195.0,195.0,195.0,145.0,145.0,145.0,,,,mm,1 2,2.0,1.0,,,,,,,,,,,,44 49,49.0,44.0,152.0,152.0,152.0,60.0,60.0,60.0,mm,,,,,,,,,,,,
Christ_Church_MS_688_measure_1,manuscript_9500,Christ_Church,Christ_Church_MS_688,Christ Church MS. 688,manuscript,,Christ_Church_MS_688,,,,,,,,,,,,,,,,,,,,168.0,168.0,168.0,120.0,120.0,120.0,,,,mm,2.0,2.0,2.0,119.0,119.0,119.0,33.0,33.0,33.0,mm,,,,,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_688_measure_2,manuscript_9500,Christ_Church,Christ_Church_MS_688,Christ Church MS. 688,manuscript,,Christ_Church_MS_688,,,,,,,,,,,,,,,,,,,,168.0,168.0,168.0,120.0,120.0,120.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_689_measure_1,manuscript_3960,Christ_Church,Christ_Church_MS_689,Christ Church Mus 1295 (aka MS. 689),manuscript,,Christ_Church_MS_689,Fols ii + 8 + ii.,8.0,,4.0,,,,,,,,,,,,,,,,300.0,300.0,300.0,210.0,210.0,210.0,,,,mm,2.0,2.0,2.0,194.0,194.0,194.0,65.0,65.0,65.0,mm,,,,,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_689_measure_2,manuscript_3960,Christ_Church,Christ_Church_MS_689,Christ Church Mus 1295 (aka MS. 689),manuscript,,Christ_Church_MS_689,Fols ii + 8 + ii.,8.0,,4.0,,,,,,,,,,,,,,,,300.0,300.0,300.0,210.0,210.0,210.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_E_D_Clarke_29_measure_1,manuscript_3994,Clarke,MS_E_D_Clarke_29,MS. E. D. Clarke 29,manuscript,,MS_E_D_Clarke_29,63 folios,63.0,,,,,,,,,,,,,,,,,,170.0,170.0,170.0,125.0,125.0,125.0,,,,mm,1 2,2.0,1.0,,,,,,,,,,,,20.0,20.0,20.0,,,,,,,,,,,120.0,120.0,120.0,85.0,85.0,85.0,mm,ink,
MS_E_D_Clarke_30_measure_1,manuscript_3996,Clarke,MS_E_D_Clarke_30,MS. E. D. Clarke 30,manuscript,,MS_E_D_Clarke_30,4 + 131 (127) + 1 fol.,131.0,5.0,,,,,,,,,,,,,,,,,165.0,165.0,165.0,115.0,115.0,115.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,18.0,18.0,18.0,88.0,88.0,88.0,59.0,59.0,59.0,mm,,,,,,,,,,,,
MS_DOrville_1_measure_1,manuscript_4050,DOrville,MS_DOrville_1,MS. D'Orville 1,manuscript-composite,MS. D'Orville 1 – Part 1 MS. D'Orville 1 – Part 2,MS_DOrville_1,iii + 72 leaves,72.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_2_measure_1,manuscript_4128,DOrville,MS_DOrville_2,MS. D'Orville 2,manuscript,,MS_DOrville_2,v + 295 leaves,295.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_3_measure_1,manuscript_4145,DOrville,MS_DOrville_3,MS. D'Orville 3,manuscript,,MS_DOrville_3,i + 256 leaves,256.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_9_measure_1,manuscript_4192,DOrville,MS_DOrville_9,MS. D'Orville 9,manuscript,,MS_DOrville_9,iii + 150 leaves,150.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_10_measure_1,manuscript_4051,DOrville,MS_DOrville_10,MS. D'Orville 10,manuscript,,MS_DOrville_10,i + 247 leaves,247.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_11_measure_1,manuscript_4059,DOrville,MS_DOrville_11,MS. D'Orville 11,manuscript,,MS_DOrville_11,i + 227 leaves,227.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_12_measure_1,manuscript_4067,DOrville,MS_DOrville_12,MS. D'Orville 12,manuscript,,MS_DOrville_12,ii + 203 leaves,203.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_13_measure_1,manuscript_4069,DOrville,MS_DOrville_13,MS. D'Orville 13,manuscript,,MS_DOrville_13,iv + 258 leaves,258.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_14_measure_1,manuscript_4076,DOrville,MS_DOrville_14,MS. D'Orville 14,manuscript,,MS_DOrville_14,iii + 112 leaves,112.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_19_measure_1,manuscript_4127,DOrville,MS_DOrville_19,MS. D'Orville 19,manuscript,,MS_DOrville_19,i + 148 leaves.,148.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_20_measure_1,manuscript_4129,DOrville,MS_DOrville_20,MS. D'Orville 20,manuscript,,MS_DOrville_20,i + 132 leaves,132.0,,1.0,,,,,,,,,,,,,,,,285.0,285.0,285.0,215.0,215.0,215.0,,,,mm,1.0,1.0,1.0,195–200,200.0,195.0,130–140,140.0,130.0,mm,,,,,47.0,47.0,47.0,,,,,,,,,,,,,,,,,,,
MS_DOrville_21_measure_1,manuscript_4136,DOrville,MS_DOrville_21,MS. D'Orville 21,manuscript,,MS_DOrville_21,iii + 192 leaves,192.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_22_measure_1,manuscript_4142,DOrville,MS_DOrville_22,MS. D'Orville 22,manuscript,,MS_DOrville_22,iii + 249 leaves.,249.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_23_measure_1,manuscript_4143,DOrville,MS_DOrville_23,MS. D'Orville 23,manuscript,,MS_DOrville_23,i + 247 leaves.,247.0,,1.0,,,,,,,,,,,,,,,,287.0,287.0,287.0,213.0,213.0,213.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,24.0,24.0,24.0,195–200,200.0,195.0,c. 65–90,90.0,65.0,mm,,,,,,,,,,,,
MS_DOrville_25_measure_1,manuscript_4144,DOrville,MS_DOrville_25,MS. D'Orville 25,manuscript,,MS_DOrville_25,iv + 181 leaves,181.0,,4.0,,,,,,,,,,,,,,,,297.0,297.0,297.0,220.0,220.0,220.0,,,,mm,,,,,,,,,,,,,,,28.0,28.0,28.0,,,,,,,,,,,,,,,,,,,
MS_DOrville_31_measure_1,manuscript_4147,DOrville,MS_DOrville_31,MS. D'Orville 31,manuscript,,MS_DOrville_31,ii + 157 leaves.,157.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_32_measure_1,manuscript_4148,DOrville,MS_DOrville_32,MS. D'Orville 32,manuscript,,MS_DOrville_32,ii + 67 leaves (= 64 + i medieval leaves),67.0,,2.0,,,,,,,,,,,,,,,,320.0,320.0,320.0,225.0,225.0,225.0,,,,mm,2.0,2.0,2.0,227.0,227.0,227.0,70.0,70.0,70.0,mm,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_36_measure_1,manuscript_4149,DOrville,MS_DOrville_36,MS. D'Orville 36,manuscript,,MS_DOrville_36,iv + 132 + iv leaves,132.0,,8.0,,,,,,,,,,,,,,,,378.0,378.0,378.0,233.0,233.0,233.0,,,,mm,2.0,2.0,2.0,230–250,250.0,230.0,70.0,70.0,70.0,mm,,,,,53 54,54.0,53.0,,,,,,,,,,,,,,,,,,,
MS_DOrville_44_measure_1,manuscript_4150,DOrville,MS_DOrville_44,MS. D'Orville 44,manuscript,,MS_DOrville_44,"ii + 405 leaves. The outer two leaves of each section are of parchment, the rest paper",405.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_45_measure_1,manuscript_4151,DOrville,MS_DOrville_45,MS. D'Orville 45,manuscript,,MS_DOrville_45,245 fols.,245.0,,,,,,,,,,,,,,,,,,307.0,307.0,307.0,205.0,205.0,205.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,25.0,25.0,25.0,210–20,220.0,210.0,130–5,135.0,130.0,mm,,,,,,,,,,,,
MS_DOrville_46_measure_1,manuscript_4152,DOrville,MS_DOrville_46,MS. D'Orville 46,manuscript,,MS_DOrville_46,ii + 226 leaves,226.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_49_measure_1,manuscript_4153,DOrville,MS_DOrville_49,MS. D'Orville 49,manuscript,,MS_DOrville_49,iii + 107 leaves,107.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_50_measure_1,manuscript_4154,DOrville,MS_DOrville_50,MS. D'Orville 50,manuscript,,MS_DOrville_50,iv + 44 leaves,44.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_DOrville_59_measure_1,manuscript_4168,DOrville,MS_DOrville_59,MS. D'Orville 59,manuscript,,MS_DOrville_59,ii + 243 leaves,243.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
